date,region,ndvi_mean
2000-02-01,amazon,0.5241227895321563
2000-02-01,sahel,0.14958891535742236
2000-03-01,amazon,0.7471876749876438
2000-03-01,sahel,0.1485361989543373
2000-04-01,amazon,0.7599520424419173
2000-04-01,sahel,0.1502163711419278
2000-05-01,amazon,0.7702593053341634
2000-05-01,sahel,0.15608651896584474
2000-06-01,amazon,0.7675777147621113
2000-06-01,sahel,0.17087809158733305
2000-07-01,amazon,0.7569866481430098
2000-07-01,sahel,0.2139643262171711
2000-08-01,amazon,0.7445545094835175
2000-08-01,sahel,0.26603415279368314
2000-09-01,amazon,0.7418934068497812
2000-09-01,sahel,0.26322995332261095
2000-10-01,amazon,0.7523899829145928
2000-10-01,sahel,0.23004296132540472
2000-11-01,amazon,0.7647487884101495
2000-11-01,sahel,0.19279550062054868
2000-12-01,amazon,0.7861094397302948
2000-12-01,sahel,0.17301069428355206
2001-01-01,amazon,0.7087003472998661
2001-01-01,sahel,0.15871423415522726
2001-02-01,amazon,0.7487750380375436
2001-02-01,sahel,0.15113039445011103
2001-03-01,amazon,0.7577634720374766
2001-03-01,sahel,0.14896727651769068
2001-04-01,amazon,0.7670489031103358
2001-04-01,sahel,0.14742685863550195
2001-05-01,amazon,0.7781528048942319
2001-05-01,sahel,0.14957877284974896
2001-06-01,amazon,0.747400707510651
2001-06-01,sahel,0.15752338408262678
2001-07-01,amazon,0.7619723655624772
2001-07-01,sahel,0.22698899762893718
2001-08-01,amazon,0.748055950250869
2001-08-01,sahel,0.27083491621930433
2001-09-01,amazon,0.7392123173065455
2001-09-01,sahel,0.274530838549835
2001-10-01,amazon,0.7516115977267438
2001-10-01,sahel,0.23125207487226498
2001-11-01,amazon,0.7640430892254223
2001-11-01,sahel,0.19105308584137767
2001-12-01,amazon,0.7727622569494778
2001-12-01,sahel,0.1726943786234245
2002-01-01,amazon,0.7761032081988363
2002-01-01,sahel,0.16086349128099453
2002-02-01,amazon,0.7583839109425303
2002-02-01,sahel,0.1542039536948656
2002-03-01,amazon,0.7572823454341693
2002-03-01,sahel,0.1497029525374965
2002-04-01,amazon,0.7732733293064737
2002-04-01,sahel,0.1445260162376257
2002-05-01,amazon,0.7758113697404168
2002-05-01,sahel,0.14563513525405203
2002-06-01,amazon,0.7740347183270799
2002-06-01,sahel,0.16367009507851854
2002-07-01,amazon,0.7597434412937168
2002-07-01,sahel,0.20124083210393992
2002-08-01,amazon,0.7452778530875923
2002-08-01,sahel,0.24564010226655272
2002-09-01,amazon,0.742796416413142
2002-09-01,sahel,0.2585778079281972
2002-10-01,amazon,0.739300647456886
2002-10-01,sahel,0.2245764671280102
2002-11-01,amazon,0.7573977757730533
2002-11-01,sahel,0.18806889677445826
2002-12-01,amazon,0.7738016122109578
2002-12-01,sahel,0.1687628694741212
2003-01-01,amazon,0.754230639236789
2003-01-01,sahel,0.1563469142172988
2003-02-01,amazon,0.7126457280982936
2003-02-01,sahel,0.1481871715878723
2003-03-01,amazon,0.7581027499420286
2003-03-01,sahel,0.14421328763632385
2003-04-01,amazon,0.7738698449889756
2003-04-01,sahel,0.14423626304164333
2003-05-01,amazon,0.7753894819019588
2003-05-01,sahel,0.1468040527660776
2003-06-01,amazon,0.7729020553135515
2003-06-01,sahel,0.17383860489430544
2003-07-01,amazon,0.7603578631090483
2003-07-01,sahel,0.23069168489015487
2003-08-01,amazon,0.7414793321681732
2003-08-01,sahel,0.2716421821825613
2003-09-01,amazon,0.7354074127423424
2003-09-01,sahel,0.2758097518659324
2003-10-01,amazon,0.7383456796071738
2003-10-01,sahel,0.2372350755744024
2003-11-01,amazon,0.7567369665208364
2003-11-01,sahel,0.198021730137135
2003-12-01,amazon,0.7730712754162576
2003-12-01,sahel,0.1772831859732108
2004-01-01,amazon,0.7435921453854559
2004-01-01,sahel,0.16422742046292124
2004-02-01,amazon,0.7672485280248864
2004-02-01,sahel,0.1525909218109311
2004-03-01,amazon,0.7563225804839441
2004-03-01,sahel,0.14504054723009344
2004-04-01,amazon,0.7732730613651903
2004-04-01,sahel,0.15043230396602597
2004-05-01,amazon,0.7761681257292308
2004-05-01,sahel,0.1533778042011568
2004-06-01,amazon,0.7735820347605837
2004-06-01,sahel,0.17332871811044484
2004-07-01,amazon,0.7587245392275216
2004-07-01,sahel,0.21618006790642474
2004-08-01,amazon,0.744161104687013
2004-08-01,sahel,0.25834641486139315
2004-09-01,amazon,0.7282402233225126
2004-09-01,sahel,0.26119766481217627
2004-10-01,amazon,0.7386132679773442
2004-10-01,sahel,0.22223305692443251
2004-11-01,amazon,0.7506276349139943
2004-11-01,sahel,0.18592917319729435
2004-12-01,amazon,0.7771961072850067
2004-12-01,sahel,0.1659639070917023
2005-01-01,amazon,0.7644789166970619
2005-01-01,sahel,0.15058814554896136
2005-02-01,amazon,0.7703332848037613
2005-02-01,sahel,0.1481001523377176
2005-03-01,amazon,0.7581181201771087
2005-03-01,sahel,0.14465319871883328
2005-04-01,amazon,0.7743349169485925
2005-04-01,sahel,0.14534653388985286
2005-05-01,amazon,0.7833576285322994
2005-05-01,sahel,0.1494181951491955
2005-06-01,amazon,0.7770711616614795
2005-06-01,sahel,0.17653587389788467
2005-07-01,amazon,0.7596960762961881
2005-07-01,sahel,0.23111224260508356
2005-08-01,amazon,0.73872780297385
2005-08-01,sahel,0.2679763734058647
2005-09-01,amazon,0.7208587342671624
2005-09-01,sahel,0.2706541809190154
2005-10-01,amazon,0.732244866093408
2005-10-01,sahel,0.22990317894284032
2005-11-01,amazon,0.744882952134145
2005-11-01,sahel,0.1924194671023776
2005-12-01,amazon,0.7675665296147709
2005-12-01,sahel,0.1735363771583139
2006-01-01,amazon,0.7452314778527647
2006-01-01,sahel,0.1616133713264956
2006-02-01,amazon,0.7640433929421083
2006-02-01,sahel,0.15485345075449175
2006-03-01,amazon,0.7627619359040144
2006-03-01,sahel,0.1472189262457265
2006-04-01,amazon,0.7693598024067775
2006-04-01,sahel,0.14849035068143243
2006-05-01,amazon,0.7782247908422878
2006-05-01,sahel,0.15626358829939974
2006-06-01,amazon,0.7727484126309715
2006-06-01,sahel,0.16907279005748574
2006-07-01,amazon,0.7582871596884891
2006-07-01,sahel,0.20763079069114349
2006-08-01,amazon,0.7403004238995801
2006-08-01,sahel,0.25810000557452045
2006-09-01,amazon,0.7340304174858729
2006-09-01,sahel,0.2742579744706909
2006-10-01,amazon,0.7481799480579596
2006-10-01,sahel,0.23813058238800508
2006-11-01,amazon,0.7545402887435841
2006-11-01,sahel,0.19776401385623943
2006-12-01,amazon,0.7792828652655344
2006-12-01,sahel,0.1743211279134553
2007-01-01,amazon,0.7490033378585049
2007-01-01,sahel,0.15693780526716633
2007-02-01,amazon,0.7752921635534726
2007-02-01,sahel,0.15211312728486803
2007-03-01,amazon,0.7652810167676964
2007-03-01,sahel,0.1476536637092091
2007-04-01,amazon,0.7664428690200304
2007-04-01,sahel,0.1473523793033984
2007-05-01,amazon,0.7782814014295218
2007-05-01,sahel,0.15064385101581734
2007-06-01,amazon,0.7614582760128223
2007-06-01,sahel,0.16851128520456782
2007-07-01,amazon,0.7499747898986053
2007-07-01,sahel,0.22826416860577486
2007-08-01,amazon,0.7352363314851397
2007-08-01,sahel,0.2825187051273053
2007-09-01,amazon,0.7164968830497461
2007-09-01,sahel,0.2879891387039238
2007-10-01,amazon,0.7189624070772881
2007-10-01,sahel,0.23790697108649625
2007-11-01,amazon,0.7298887224116294
2007-11-01,sahel,0.1977411427392706
2007-12-01,amazon,0.7630243396102203
2007-12-01,sahel,0.17693801538415002
2008-01-01,amazon,0.7089713270345117
2008-01-01,sahel,0.16306704008633052
2008-02-01,amazon,0.7484772244564356
2008-02-01,sahel,0.15246594911801706
2008-03-01,amazon,0.74216435425584
2008-03-01,sahel,0.1489790035536221
2008-04-01,amazon,0.7614757935716854
2008-04-01,sahel,0.14779102791153378
2008-05-01,amazon,0.7650228462727257
2008-05-01,sahel,0.15631616864948106
2008-06-01,amazon,0.7637221613679999
2008-06-01,sahel,0.17423653683552703
2008-07-01,amazon,0.75163918164451
2008-07-01,sahel,0.22194111275889794
2008-08-01,amazon,0.7327099632017151
2008-08-01,sahel,0.25949556357711173
2008-09-01,amazon,0.719545396807232
2008-09-01,sahel,0.26970139814574534
2008-10-01,amazon,0.7318267841435662
2008-10-01,sahel,0.230426905781045
2008-11-01,amazon,0.739766481237263
2008-11-01,sahel,0.19160627557158988
2008-12-01,amazon,0.7583989982459306
2008-12-01,sahel,0.17172182357298862
2009-01-01,amazon,0.7194273744356537
2009-01-01,sahel,0.1592418228372399
2009-02-01,amazon,0.7486838673196415
2009-02-01,sahel,0.1517474208566039
2009-03-01,amazon,0.7562785166179165
2009-03-01,sahel,0.14756290707504147
2009-04-01,amazon,0.7670867408737481
2009-04-01,sahel,0.14803350883398922
2009-05-01,amazon,0.7726941467605526
2009-05-01,sahel,0.14822896947540615
2009-06-01,amazon,0.7734241219924591
2009-06-01,sahel,0.16087050821313836
2009-07-01,amazon,0.7635195270372357
2009-07-01,sahel,0.21404206826972172
2009-08-01,amazon,0.7444446366200816
2009-08-01,sahel,0.2594437666207834
2009-09-01,amazon,0.7377311214506401
2009-09-01,sahel,0.26890902811467937
2009-10-01,amazon,0.7485482276279282
2009-10-01,sahel,0.22788673368133933
2009-11-01,amazon,0.7632235372164584
2009-11-01,sahel,0.1911048038627957
2009-12-01,amazon,0.7723679315725002
2009-12-01,sahel,0.17032617401874975
2010-01-01,amazon,0.7424222060735403
2010-01-01,sahel,0.15733223575327648
2010-02-01,amazon,0.760591115369703
2010-02-01,sahel,0.1511018535433573
2010-03-01,amazon,0.7704265205159273
2010-03-01,sahel,0.14427021417098163
2010-04-01,amazon,0.7743280618469208
2010-04-01,sahel,0.14337735846330335
2010-05-01,amazon,0.7761609903772234
2010-05-01,sahel,0.151115141990514
2010-06-01,amazon,0.7678757058879352
2010-06-01,sahel,0.16678263293062856
2010-07-01,amazon,0.7492085166305612
2010-07-01,sahel,0.2219220839342947
2010-08-01,amazon,0.7260818649880234
2010-08-01,sahel,0.2761629318450552
2010-09-01,amazon,0.7073379982329828
2010-09-01,sahel,0.28582332658812426
2010-10-01,amazon,0.7170693691322062
2010-10-01,sahel,0.24731071622451217
2010-11-01,amazon,0.7468086994569133
2010-11-01,sahel,0.20474348867408437
2010-12-01,amazon,0.7768120965436573
2010-12-01,sahel,0.1812257702524033
2011-01-01,amazon,0.7305350873154475
2011-01-01,sahel,0.1648609548618772
2011-02-01,amazon,0.7578903943853147
2011-02-01,sahel,0.15806688653290785
2011-03-01,amazon,0.7560332696220506
2011-03-01,sahel,0.15297745730087112
2011-04-01,amazon,0.7715675433485661
2011-04-01,sahel,0.15253450538073132
2011-05-01,amazon,0.7788109227690029
2011-05-01,sahel,0.1560819990121344
2011-06-01,amazon,0.7736795458740361
2011-06-01,sahel,0.17271908506913647
2011-07-01,amazon,0.7578735566999258
2011-07-01,sahel,0.20368853027123687
2011-08-01,amazon,0.7400393481814491
2011-08-01,sahel,0.25837861283023617
2011-09-01,amazon,0.7246607930310438
2011-09-01,sahel,0.2716923067899284
2011-10-01,amazon,0.7405363789728717
2011-10-01,sahel,0.22912082793994681
2011-11-01,amazon,0.7651218665343578
2011-11-01,sahel,0.19109245200334235
2011-12-01,amazon,0.7844238323026191
2011-12-01,sahel,0.16937497980519436
2012-01-01,amazon,0.7027360865341612
2012-01-01,sahel,0.15651173403896795
2012-02-01,amazon,0.7216077811256114
2012-02-01,sahel,0.14880382684302926
2012-03-01,amazon,0.756646895066035
2012-03-01,sahel,0.1432695445356863
2012-04-01,amazon,0.7638276590906938
2012-04-01,sahel,0.1439577839368638
2012-05-01,amazon,0.7743205620595134
2012-05-01,sahel,0.14863447378228478
2012-06-01,amazon,0.772076301978433
2012-06-01,sahel,0.17240421620182084
2012-07-01,amazon,0.7557786698658503
2012-07-01,sahel,0.23111444009486248
2012-08-01,amazon,0.7357295514928376
2012-08-01,sahel,0.27899606707271607
2012-09-01,amazon,0.7176595525131592
2012-09-01,sahel,0.28645836980110384
2012-10-01,amazon,0.7355511569194212
2012-10-01,sahel,0.24767569709932735
2012-11-01,amazon,0.7459695713690527
2012-11-01,sahel,0.20511887079721516
2012-12-01,amazon,0.7780776068183564
2012-12-01,sahel,0.1808356003210355
2013-01-01,amazon,0.7359431360822198
2013-01-01,sahel,0.16568617681967454
2013-02-01,amazon,0.7597590200193703
2013-02-01,sahel,0.15664486545031683
2013-03-01,amazon,0.7633919895082352
2013-03-01,sahel,0.15282630337597197
2013-04-01,amazon,0.7807910168268465
2013-04-01,sahel,0.15182050424602578
2013-05-01,amazon,0.7833080121291767
2013-05-01,sahel,0.1545020305147058
2013-06-01,amazon,0.778153034699943
2013-06-01,sahel,0.1719444969598799
2013-07-01,amazon,0.7640072115476199
2013-07-01,sahel,0.21315603084477838
2013-08-01,amazon,0.7391723564878905
2013-08-01,sahel,0.2734705179400571
2013-09-01,amazon,0.7286400764449021
2013-09-01,sahel,0.2817727422325594
2013-10-01,amazon,0.7350029993304859
2013-10-01,sahel,0.23931573172300102
2013-11-01,amazon,0.7472062275758813
2013-11-01,sahel,0.19877193746493338
2013-12-01,amazon,0.7885043994358857
2013-12-01,sahel,0.17606273821967197
2014-01-01,amazon,0.7468641308053885
2014-01-01,sahel,0.16294557707201635
2014-02-01,amazon,0.7436026684707152
2014-02-01,sahel,0.1543806950034178
2014-03-01,amazon,0.754534442584043
2014-03-01,sahel,0.15038124049351279
2014-04-01,amazon,0.7689243540711147
2014-04-01,sahel,0.1498309678686575
2014-05-01,amazon,0.7698864230960865
2014-05-01,sahel,0.1591073662171924
2014-06-01,amazon,0.766060133799573
2014-06-01,sahel,0.17202809486693504
2014-07-01,amazon,0.754687692060815
2014-07-01,sahel,0.20624098290740453
2014-08-01,amazon,0.7417458241589544
2014-08-01,sahel,0.2665003624452403
2014-09-01,amazon,0.7304317143915221
2014-09-01,sahel,0.27778728967238536
2014-10-01,amazon,0.7388145337128947
2014-10-01,sahel,0.2413324798473752
